,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
1028,1028,1130,2020-12-12 15:39:53,6,"MULTIPOLYGON (((48.4001228582075 11.99054453473308, 48.40013621409005 11.99056867461421, 48.40013977565813 11.9905673335097, 48.40014689879357 11.99057806234576, 48.4001451180098 11.9905847678683, 48.40015669310311 11.99060890774943, 48.40015135075269 11.99061561327197, 48.40016470662773 11.99064109425761, 48.40015669310311 11.99065048198916, 48.40018518562935 11.99069876175143, 48.40019319914946 11.99071887831904, 48.40014867957725 11.99076715808131, 48.4001451180098 11.99076179366328, 48.40010326957345 11.99080873232104, 48.40009525603917 11.99079666238048, 48.40008190014586 11.99077386360385, 48.40008724250361 11.99076045255877, 48.40007566739447 11.99073765378215, 48.40006676346258 11.99071351390101, 48.40004628441329 11.99068132739283, 48.40005162677478 11.99066121082522, 48.40004183244498 11.99063572983958, 48.4001228582075 11.99054453473308)))",,,Flat,Residential,
1029,1029,1132,2020-12-12 15:44:06,6,"MULTIPOLYGON (((48.40122072391972 11.99098058138762, 48.40096696696202 11.99108921085272, 48.40098655526349 11.99115492497359, 48.40099902054234 11.99123539124403, 48.40125010622253 11.99112676177893, 48.40123586025965 11.99104629550848, 48.40122072391972 11.99098058138762)))","MULTILINESTRING ((48.40123586025965 11.99104629550848, 48.40098655526349 11.99115492497359))","MULTILINESTRING ((48.40125010622253 11.99112676177893, 48.40099902054234 11.99123539124403), (48.40122072391972 11.99098058138762, 48.40096696696202 11.99108921085272))",Gabled,Residential,30.0
1030,1030,1134,2020-12-12 15:50:47,6,"MULTIPOLYGON (((48.40154525279412 11.99094548821449, 48.40149806330063 11.99095353484154, 48.40150429587775 11.99103400111198, 48.40155200594043 11.99102393936591, 48.40154525279412 11.99094548821449)))",,,Flat,Residential,
1031,1031,1136,2020-12-12 15:55:59,6,"MULTIPOLYGON (((48.40139210937271 11.99041575193405, 48.4014188204678 11.99049219489098, 48.40138728772868 11.99052370738463, 48.40136094641076 11.99044793844223, 48.40139210937271 11.99041575193405)))",,,Flat,Residential,
1032,1032,1138,2020-12-12 16:01:25,6,"MULTIPOLYGON (((48.40141909720481 11.99106588088461, 48.40141464535664 11.99099614345022, 48.40129149745538 11.99101656675339, 48.40129622605203 11.99108599745222, 48.4013004011729 11.99117615818977, 48.4014244394221 11.9911557348866, 48.40141909720481 11.99106588088461)))","MULTILINESTRING ((48.40141909720481 11.99106588088461, 48.40129622605203 11.99108599745222))","MULTILINESTRING ((48.4014244394221 11.9911557348866, 48.4013004011729 11.99117615818977), (48.40141464535664 11.99099614345022, 48.40129149745538 11.99101656675339))",Gabled,Residential,25.0
1033,1033,1140,2020-12-12 16:07:48,6,"MULTIPOLYGON (((48.40148142303843 11.99172838651128, 48.40126417265901 11.99173911534734, 48.40126328228669 11.99179946505018, 48.40124725558233 11.99179946505018, 48.40125437856266 11.99190675341077, 48.40126684377588 11.99191748224683, 48.40148381740722 11.99190437793732, 48.40148142303843 11.99172838651128)))",,,Flat,Commercial,
1034,1034,1142,2020-12-12 16:13:45,6,"MULTIPOLYGON (((48.40123804537893 11.99124180819716, 48.40117928074242 11.99123778488364, 48.40117928074242 11.99126460697379, 48.40114277540374 11.99126192476477, 48.40114099465484 11.99133568551268, 48.4011392436445 11.99140548706055, 48.40123626463336 11.99140810515609, 48.40123626463336 11.99134104993071, 48.40123804537893 11.99124180819716)))","MULTILINESTRING ((48.40123626463336 11.99134104993071, 48.40114099465484 11.99133568551268))","MULTILINESTRING ((48.40123626463336 11.99140810515609, 48.4011392436445 11.99140548706055), (48.40123804537893 11.99124180819716, 48.40117928074242 11.99123778488364))",Gabled,Residential,30.0
1035,1035,1144,2020-12-12 16:18:43,6,"MULTIPOLYGON (((48.40220144401614 11.99128552553891, 48.40216761048059 11.99127747891187, 48.40213555763666 11.99127882001637, 48.4021293251369 11.99148803231953, 48.40216226834133 11.99148535011052, 48.40219610188044 11.99149339673756, 48.40220144401614 11.99128552553891)))","MULTILINESTRING ((48.40216761048059 11.99127747891187, 48.40216226834133 11.99148535011052))","MULTILINESTRING ((48.40220144401614 11.99128552553891, 48.40219610188044 11.99149339673756), (48.40213555763666 11.99127882001637, 48.4021293251369 11.99148803231953))",Gabled,Residential,45.0
1036,1036,1146,2020-12-12 16:28:04,6,"MULTIPOLYGON (((48.40098632242316 11.99224176473034, 48.40092199180368 11.99224099516869, 48.40092199180368 11.9923147559166, 48.40098810317745 11.99231418437374, 48.40098632242316 11.99224176473034)))",,,Flat,Residential,
1037,1037,1150,2020-12-12 16:49:11,6,"MULTIPOLYGON (((48.4018219459028 11.99075232693276, 48.40178633138854 11.99077110239587, 48.40178900247795 11.99085827418885, 48.4018219459028 11.99085290977082, 48.4018219459028 11.99075232693276)))",,,Flat,Residential,
1038,1038,1113,2020-12-12 14:43:21,1,"MULTIPOLYGON (((48.40746613010593 11.98739875193982, 48.40748393537771 11.98749799367337, 48.40743942218654 11.98751140471845, 48.40742250716367 11.98742825623898, 48.40744832482788 11.9874135040894, 48.40744743456381 11.98740813967137, 48.40746613010593 11.98739875193982)))","MULTILINESTRING ((48.40746613010593 11.98739875193982, 48.40745010535598 11.98742825623898, 48.40743051954362 11.98742423292546), (48.40745010535598 11.98742825623898, 48.40745811773158 11.98747385379224, 48.40748393537771 11.98749799367337), (48.40745811773158 11.98747385379224, 48.40743942218654 11.98751140471845))","MULTILINESTRING ((48.40746613010593 11.98739875193982, 48.40748393537771 11.98749799367337), (48.40748393537771 11.98749799367337, 48.40743942218654 11.98751140471845), (48.40743942218654 11.98751140471845, 48.40742250716367 11.98742825623898), (48.40744832482788 11.9874135040894, 48.40746613010593 11.98739875193982))",Hip,Residential,30.0
1039,1039,1116,2020-12-12 15:10:57,6,"MULTIPOLYGON (((48.40590519503042 11.99557766318321, 48.40587724305524 11.99558437548229, 48.40587457218048 11.99557364664623, 48.40582916728828 11.99558303437778, 48.40583094787307 11.99559644542285, 48.40575883413996 11.99561253867694, 48.4057677370755 11.99569166384288, 48.40577574971618 11.99578151784488, 48.40584875371733 11.99576542459079, 48.40585765663714 11.99585796080181, 48.40583486198724 11.9958633184433, 48.40584109403299 11.99592366814613, 48.40590252415713 11.99590891599655, 48.40594169695121 11.99590757489204, 48.40592531877672 11.99574128470966, 48.40592175761372 11.99573726139614, 48.40591498823125 11.99565947055817, 48.40590519503042 11.99557766318321)))","MULTILINESTRING ((48.40591498823125 11.99565947055817, 48.4057677370755 11.99569166384288), (48.40588026687435 11.99569299817085, 48.40590252415713 11.99590891599655), (48.40588026687435 11.99569299817085, 48.40592620906745 11.99575067244121), (48.40588026687435 11.99569299817085, 48.40584875371733 11.99576542459079))","MULTILINESTRING ((48.40592620906745 11.99575067244121, 48.40594169695121 11.99590757489204), (48.40584875371733 11.99576542459079, 48.40585765663714 11.99585796080181), (48.40584875371733 11.99576542459079, 48.40577574971618 11.99578151784488), (48.40583094787307 11.99559644542285, 48.40575883413996 11.99561253867694))",Gabled,Residential,30.0
1040,1040,1117,2020-12-12 15:14:25,6,"MULTIPOLYGON (((48.40624276913798 11.99544810360111, 48.40616620455653 11.99547626679577, 48.40617332684802 11.99550577109493, 48.40598992752377 11.99556746190227, 48.40600328186584 11.9956439048592, 48.40601470071416 11.9957372546196, 48.40605937006416 11.99571766560711, 48.40606293121753 11.99574046438373, 48.40613148337112 11.99571900671161, 48.40612776731097 11.99569568037987, 48.40627021305933 11.99564337730408, 48.40625879426837 11.99555270975269, 48.40624276913798 11.99544810360111)))","MULTILINESTRING ((48.40625879426837 11.99555270975269, 48.40600328186584 11.9956439048592), (48.40617332684802 11.99550577109493, 48.40618757142806 11.99558087294735), (48.40618757142806 11.99558087294735, 48.40620092571821 11.99566804474033))","MULTILINESTRING ((48.40617332684802 11.99550577109493, 48.40598992752377 11.99556746190227), (48.40627021305933 11.99564337730408, 48.40612776731097 11.99569568037987), (48.40605937006416 11.99571766560711, 48.40601470071416 11.9957372546196), (48.40624276913798 11.99544810360111, 48.40616620455653 11.99547626679577))",Gabled,Residential,45.0
1041,1041,1119,2020-12-12 15:17:36,6,"MULTIPOLYGON (((48.40639245825412 11.99549097819798, 48.40640225136113 11.99556339784138, 48.4063283578708 11.995583514409, 48.40631945503338 11.99551377697461, 48.40635951778944 11.99549768372052, 48.40639245825412 11.99549097819798)))",,,Flat,Residential,
1042,1042,1121,2020-12-12 15:24:15,6,"MULTIPOLYGON (((48.39975133838829 11.98927341099889, 48.3997442151975 11.98922379013211, 48.3996364768149 11.98925999995381, 48.39964805202395 11.98930827971608, 48.39965873682998 11.98940752144963, 48.39968990083477 11.98939679261357, 48.3996934624341 11.98942361470372, 48.39973688448388 11.98939248919487, 48.39977003675942 11.98939276930005, 48.39976291357124 11.98934717174679, 48.39975133838829 11.98927341099889)))","MULTILINESTRING ((48.39975133838829 11.98927341099889, 48.39964805202395 11.98930827971608), (48.39972284561907 11.98930291529805, 48.39973688448388 11.98939248919487), (48.39972284561907 11.98930291529805, 48.39976291357124 11.98934717174679), (48.39972284561907 11.98930291529805, 48.39968990083477 11.98939679261357))","MULTILINESTRING ((48.39976291357124 11.98934717174679, 48.39977003675942 11.98939276930005), (48.39968990083477 11.98939679261357, 48.3996934624341 11.98942361470372), (48.39968990083477 11.98939679261357, 48.39965873682998 11.98940752144963), (48.3997442151975 11.98922379013211, 48.3996364768149 11.98925999995381))",Gabled,Residential,45.0
1043,1043,1123,2020-12-12 15:28:21,6,"MULTIPOLYGON (((48.39979463023985 11.98940130885227, 48.39975634311009 11.98941740210636, 48.39977326068263 11.98948848064526, 48.3996450431507 11.98952603157147, 48.39965051570351 11.98958426713943, 48.39982414351516 11.98953330516815, 48.39979463023985 11.98940130885227)))","MULTILINESTRING ((48.39982414351516 11.98953330516815, 48.39977326068263 11.98948848064526))","MULTILINESTRING ((48.39977326068263 11.98948848064526, 48.3996450431507 11.98952603157147), (48.39975634311009 11.98941740210636, 48.39977326068263 11.98948848064526))",Complex,Residential,30.0
1044,1044,1125,2020-12-12 15:31:12,6,"MULTIPOLYGON (((48.39987048602289 11.99098178647125, 48.39981171980653 11.99100190303886, 48.3997546924616 11.99103534221649, 48.39980904861326 11.99129962823952, 48.39984911649751 11.99128621719444, 48.39986959562617 11.99129426382149, 48.39987315721294 11.99126341841782, 48.39992390979702 11.99125268958176, 48.39987048602289 11.99098178647125)))","MULTILINESTRING ((48.39981171980653 11.99100190303886, 48.39986959562617 11.99129426382149))","MULTILINESTRING ((48.39987048602289 11.99098178647125, 48.39992390979702 11.99125268958176), (48.3997546924616 11.99103534221649, 48.39980904861326 11.99129962823952))",Gabled,Residential,45.0
1045,1045,1127,2020-12-12 15:34:09,6,"MULTIPOLYGON (((48.39996664877597 11.99138277671898, 48.39999692219763 11.99137473009193, 48.40000671653608 11.99146190188492, 48.39993989506033 11.99147924780846, 48.39993103296268 11.99139886997307, 48.39996575838094 11.99138814113701, 48.39996664877597 11.99138277671898)))",,,Flat,Residential,
1046,1046,1129,2020-12-12 15:37:33,6,"MULTIPOLYGON (((48.39996355274369 11.99066266490156, 48.39998937419429 11.99064388943846, 48.40001875720834 11.9907230146044, 48.39999242836704 11.99074164032936, 48.39996800471887 11.99076727105314, 48.39993862167549 11.99069351030523, 48.39996355274369 11.99066266490156)))","MULTILINESTRING ((48.39996355274369 11.99066266490156, 48.39999242836704 11.99074164032936))","MULTILINESTRING ((48.39998937419429 11.99064388943846, 48.40001875720834 11.9907230146044), (48.39993862167549 11.99069351030523, 48.39996800471887 11.99076727105314))",Gabled,Residential,45.0
1047,1047,1131,2020-12-12 15:42:03,6,"MULTIPOLYGON (((48.40087948987436 11.99108635194329, 48.40081805368333 11.99110244519738, 48.40075928856164 11.99114401943711, 48.40078867113098 11.99127812988786, 48.40084832659832 11.99124192006616, 48.40090887237426 11.99122448570756, 48.40087948987436 11.99108635194329)))","MULTILINESTRING ((48.40081805368333 11.99110244519738, 48.40084832659832 11.99124192006616))","MULTILINESTRING ((48.40087948987436 11.99108635194329, 48.40090887237426 11.99122448570756), (48.40075928856164 11.99114401943711, 48.40078867113098 11.99127812988786))",Gabled,Residential,30.0
1048,1048,1133,2020-12-12 15:45:07,6,"MULTIPOLYGON (((48.40141656406048 11.99055273328116, 48.40131506182009 11.99062381182005, 48.40135471381605 11.99076041579247, 48.40145574030961 11.99068818483641, 48.40141656406048 11.99055273328116)))",,,Flat,Residential,
1049,1049,1135,2020-12-12 15:54:58,6,"MULTIPOLYGON (((48.40145888708408 11.99099913239479, 48.40141525898927 11.99100181460381, 48.40142379289189 11.99112452220397, 48.40145940766003 11.99112318109946, 48.40145888708408 11.99099913239479)))",,,Flat,Residential,
1050,1050,1137,2020-12-12 15:59:42,6,"MULTIPOLYGON (((48.40139594759003 11.99124290667959, 48.40135115233304 11.99123248457909, 48.40130958162646 11.99123888336607, 48.40127396675345 11.99124156557508, 48.40127307638132 11.99127911650129, 48.40127279964349 11.99134111404419, 48.40129951080122 11.99133977293968, 48.40129773005781 11.99141889810562, 48.401329169796 11.99141590916105, 48.40136656537146 11.99141590916105, 48.40139060536973 11.99142127357908, 48.40139594759003 11.99124290667959)))","MULTILINESTRING ((48.40135115233304 11.99123248457909, 48.40134786758718 11.99138640486188), (48.40134786758718 11.99138640486188, 48.40136656537146 11.99141590916105), (48.40134786758718 11.99138640486188, 48.401329169796 11.99141590916105), (48.40134491973714 11.99128076434135, 48.40127307638132 11.99127911650129), (48.40134491973714 11.99128076434135, 48.40129951080122 11.99133977293968), (48.40134491973714 11.99128076434135, 48.4013051297687 11.99123754226156))","MULTILINESTRING ((48.40136656537146 11.99141590916105, 48.401329169796 11.99141590916105), (48.40139594759003 11.99124290667959, 48.40139060536973 11.99142127357908), (48.40129951080122 11.99133977293968, 48.40129773005781 11.99141889810562), (48.40129951080122 11.99133977293968, 48.40127279964349 11.99134111404419), (48.4013051297687 11.99123754226156, 48.40127396675345 11.99124156557508))",Complex,Residential,45.0
1051,1051,1139,2020-12-12 16:05:46,6,"MULTIPOLYGON (((48.40124636520972 11.9916599901814, 48.40113595888497 11.99167474233099, 48.40116506449834 11.99207738041878, 48.40127485712559 11.99205963932462, 48.40126506303132 11.99191614114233, 48.40125348819019 11.99190675341077, 48.40124608847177 11.99179977178574, 48.4012561593076 11.99179678284116, 48.40124636520972 11.9916599901814)))",,,Flat,Commercial,
1052,1052,1141,2020-12-12 16:11:20,6,"MULTIPOLYGON (((48.40156066577374 11.99121198812847, 48.40150902445463 11.99119455376987, 48.40145115050021 11.99120125929241, 48.40144464117969 11.99143096804619, 48.40150101114179 11.99142120043163, 48.40155354283628 11.99143595258121, 48.40156066577374 11.99121198812847)))","MULTILINESTRING ((48.40150902445463 11.99119455376987, 48.40150101114179 11.99142120043163))","MULTILINESTRING ((48.40156066577374 11.99121198812847, 48.40155354283628 11.99143595258121), (48.40145115050021 11.99120125929241, 48.40144464117969 11.99143096804619))",Gabled,Residential,45.0
1053,1053,1143,2020-12-12 16:16:53,6,"MULTIPOLYGON (((48.4020189207286 11.99002488730191, 48.4018978317472 11.99003561613797, 48.40189427030219 11.9900959658408, 48.40190050283076 11.99019118426083, 48.4020251532419 11.9901844787383, 48.4020180303695 11.99008657810925, 48.4020189207286 11.99002488730191)))","MULTILINESTRING ((48.4020180303695 11.99008657810925, 48.40189427030219 11.9900959658408))","MULTILINESTRING ((48.4020251532419 11.9901844787383, 48.40190050283076 11.99019118426083), (48.4020189207286 11.99002488730191, 48.4018978317472 11.99003561613797))",Gabled,Residential,45.0
